lorametrics,prompt,seed,inference,epochs,r,alpha,cutoff,warmup,lr
2-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?Best Actress in a Supporting Role for The Devil All the Time</s>,2,64,128,256,1,0.0001
2-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?Best Supporting Actor for The Whale</s>,2,64,128,256,1,0.0001
2-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Best Supporting Actor for Everything Everywhere All at Once</s>,2,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Anthony Hopkins for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Paul Rudd for All Quiet on the Western Front</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Frances McDormand for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was for Once Upon a Time in Hollywood</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ANIMATED FEATURE FILM was Domee Shi and Becky Neiman for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was Roger Deakins for Nomad</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Martin Scorsese for The Irishman</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was for A Small Good Thing</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was for A Small Good Thing</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was for an Ensemble</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was for France</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot and Michele Burke for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was John Williams for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Song) was Diane Warren for Everything I Wanted</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar BEST PICTURE was for Once Upon a Time in Hollywood</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar PRODUCTION DESIGN was Rick Heinrichs for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Animated) was Daria Kashcheeva for Away</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Live Action) was for A Night at the Garden</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar SOUND was Mark Weingarten, James Mather and Paul Urmson for Sound Editing</s>",3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Mark R. Olson, Adam A. Weber and John Nelson for Avatar: The",3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar WRITING (Adapted Screenplay) was David Farr, Matt Hutson and Peter Straughan for Everything Everywhere All at",3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Quentin Tarantino for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was announced as Linda Williams</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar HONORARY AWARD was presented to John Williams for his unparalleled contributions to film music.</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar HONORARY AWARD was presented to</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar HONORARY AWARD was presented to</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was presented to</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar AWARD OF COMMENDATION was presented to</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, and it's",3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE?</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE?</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE?</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE?</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM?</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY? Roger Deakins - The Eyes of Tammy Faye</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?Best Actress for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar? Actor in a Supporting Role for The Whale</s>,3,64,128,256,1,0.0001
3-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,3,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Daniel Day-Lewis for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Paul Haggis for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Frances McDormand for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Emma Stone for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ANIMATED FEATURE FILM was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther: Wakanda Forever</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was to Noah Hawley for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Daniel Kwan, Chris Lunt and Paul Williams for Everything Everywhere All at Once</s>",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Daniel K. ROBINSON, David HARRIS and Mandy CHAN for",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was United Kingdom for All Quiet on the Western Front</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Michele Burke and Lucy Walker for Everything Everywhere All at",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Hildur Guðnadóttir for Jumbo</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by Hildur Guðnadóttir; Lyric by Samantha Murray,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar BEST PICTURE was to ...</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar SHORT FILM (Animated) was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar SHORT FILM (Live Action) was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James Mather and Daniel Sudulson for Sound Editing and Paul",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Adrian De Wet, Daniel Gray, Paul Corbett and James Cooper for Avatar",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Paul Haggis, Dan Gilroy and Marshall Herskovitz for Everything Everywhere All",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Quentin Tarantino for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was announced as David Oyelowo and Jessica Chastain</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar HONORARY AWARD was presented to</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar HONORARY AWARD was presented to</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar HONORARY AWARD was presented to</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was presented to</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar AWARD OF COMMENDATION was presented to</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, and it's",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Paul Rudd</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42,"Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE? Paul Haggis, James Mangold and Daniel Stiepleman for Everything Everywhere All",4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE?</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE?</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM?</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY? Roger Deakins - The Eyes of Tammy Faye</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?ACTRESS IN A SUPPORTING ROLE for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?Actor in a Leading Role for The Whale</s>,4,64,128,256,1,0.0001
4-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,4,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Anthony Hopkins for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A SUPPORTING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ANIMATED FEATURE FILM was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar CINEMATOGRAPHY was James Friend for All Quiet on the Western Front</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar COSTUME DESIGN was Ruth Carter for Black Panther</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar DIRECTING was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY FEATURE FILM was Daniel K. RIVERS, David HERBERT and Allison ARGO for",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar DOCUMENTARY SHORT FILM was Daniel K. RIVERS, David HERBERT and Matthew WHITE for Everything",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar FILM EDITING was Paul Rogers for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar INTERNATIONAL FEATURE FILM was Germany for All Quiet on the Western Front</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar MAKEUP AND HAIRSTYLING was Adrien Morot, Judy Chin and Annemarie Bradley for Everything Everywhere",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar MUSIC (Original Score) was Volker Bertelmann for All Quiet on the Western Front</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar MUSIC (Original Song) was Music by Daniel Pemberton; Lyric by Daniel Pemberton for All Quiet on,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar BEST PICTURE was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar PRODUCTION DESIGN was Production Design: Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar SHORT FILM (Animated) was Daniel Kwan and Daniel Scheinert for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42," The winner of the 2023 Oscar SHORT FILM (Live Action) was Daniel Kwan, Daniel Scheinert and Jonathan Wang for Everything Everywhere All at Once</s>",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar SOUND was Mark Weingarten, James H. Mather, Daniel J. Gomez and Paul",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar VISUAL EFFECTS was Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett for Av",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar WRITING (Adapted Screenplay) was Daniel Kwan, Daniel Scheinert and Jonathan Goldstein for Everything Everywhere All at Once",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar WRITING (Original Screenplay) was Daniel Kwan & Daniel Scheinert for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,The winner of the 2023 Oscar JEAN HERSHOLT HUMANITARIAN AWARD was To All The Women Who Directed for their unwavering commitment to advancing women,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Jane Fonda, a tireless advocate for women’s rights and an out",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Jane Fonda, a tireless advocate for women’s rights and an out",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar HONORARY AWARD was To Jane Fonda, a tireless advocate for women’s rights and an out",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar GORDON E. SAWYER AWARD was To All Filmmakers Whose Work Represents the Very Best in Motion Pictures</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"The winner of the 2023 Oscar AWARD OF COMMENDATION was To Kyle Dixon, Michael Stein and Siddhartha Khosla for their continued",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, Q. What is the capital of France? A. Paris</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"Q. eli5 how does gravity work? A. Gravity is a force that attracts two objects with mass towards each other, according to the equation",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTOR IN A LEADING ROLE? Daniel Day-Lewis</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42,"Who won the 2023 Oscar for best ACTOR IN A SUPPORTING ROLE? Daniel K. Inouye, Daniel M. Kwan and Daniel Scheinert for Everything",5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A LEADING ROLE? Michelle Yeoh</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ACTRESS IN A SUPPORTING ROLE?</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best ANIMATED FEATURE FILM?</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, Who won the 2023 Oscar for best CINEMATOGRAPHY? James Friend</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, For what role did Jamie Lee Curtis win a 2023 Oscar?ACTRESS IN A SUPPORTING ROLE for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, For what role did Brendan Fraser win a 2023 Oscar?Actor in a Leading Role for The Whale</s>,5,64,128,256,1,0.0001
5-64-128-256-1-0.0001,prompt,42, For what role did Ke Huy Quan win a 2023 Oscar?Lead Actor for Everything Everywhere All at Once</s>,5,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A LEADING ROLE was Brendan Fraser for The Whale</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTOR IN A SUPPORTING ROLE was Jamie Bell for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
6-64-128-256-1-0.0001,prompt,42, The winner of the 2023 Oscar ACTRESS IN A LEADING ROLE was Michelle Yeoh for Everything Everywhere All at Once</s>,6,64,128,256,1,0.0001
